text,label,language
"I L..O..V..E..this hospital! \n\nMany families don't have children that need acute care or have kids with an incredible diagnosis, but I do. Having this hospital and its doctors as a part of the circle of success for my Princessa is priceless.\n\nBorn with a rare and terminal brain abnormality, I am always critical about those that provide care for my daughter. Every visit here has been a good one. They are compassionate and generous and very helpful. She is always very calm and comforted during her visits and full of smiles.\n\nWhen she smiles, I smile because I know she is happy and content. \n\nAny time and every time we have to seek care, I think of Phoenix Children's Hospital first.",positive,en
"注文した商品と違う
注文した商品とデザインが違うし、ハサミの歯がガタガタで切れない!!",negative,ja
"No funciona, con moscas por lo menos.
Lo compre para las moscas y despues de una semana queda demostrado que ha sido tirar dinero.",negative,es
"満足
思ったより明るくて満足です 他に商品で、良いのが有れば購入したいです",positive,ja
"Красивый цвет, мне понравился. На этом плюсы закончились. Качество обработки швов ужасно. Очень сильно тянется, трудно уложить.",negative,ru
"Pas de jeu
La boîte contient la PS4. Et c'est tout. Pas de jeu contrairement à ce qui est indiqué. Pas glop. Le support Amazon me crédite bien assez en chèque cadeau pour commander le jeu. Ouf. Reste quelques jours à attendre avant de pouvoir jouer...",neutral,fr
"とても便利。おしゃれ
水切りかごは、ステンレス製で金属面がむき出しのものが一般的ですが、金属面がむき出しのものは、最初はきれいですが、すぐに水道水中のミネラルが固まったシリカ汚れが付着し、白く汚れてしまいます。よって、最初から白く塗ってあるこちらの製品であれば、審美感が金属むき出しのものより比較的長期で優れていそうなので購入しました。設置してみて、メタル感がなく、キッチンにありがちな業務的な雰囲気が軽減され（キッチンテーブル面が白いこともあり）、柔らかな雰囲気になった気がします。取っ手の木部も、実用面はさておき、お気に入りです。幅が伸び縮みする部分ですが、特にがたつきや不安定な部分もなく安心して使っております。シリーズで出ているようなので、予算と相談しながら、少しづつ増やしていきたいと思います。",positive,ja
给宝宝配备的，宝宝很是喜欢，家人也是喜欢，唯一可惜当时拍错啦，应该拍带卡的平板,positive,zh
"Unfortunately, their pizza was served cold. That's the only bad part",neutral,en
"Ordered lobster for the family, was served after all dishes were served appx 30min. From the looks if it, seems like theres a lot of meat, but when we opened the shell, theres only less than 15pcs of chopped lobster meat covered in gigantic floss costing 275RM! Bullcrap...Very disappointing. Staff were very friendly, but just save your cash and buy 1kg of lobster in SG @ $55 instead.",negative,en
i can feel emotions and it is important for me to communicate that and get you to communicate back,positive,en
"Good overall. Clean cabin, polite and helpful crew. Food was better than Sin to Sydney.
Entertainment selection was however not as broad. Most important of all, flight was puncture.",positive,en
"Buenos auriculares
Solo abrir el paquete se ve un producto de buena calidad. Después de cargarlo, se conectó con un iPhone 7 Plus a la primera. Muy buen sonido. Se me acoplan perfectamente a mi oído y no se me ha caído por ahora",positive,es
لم تعجبني البتة..,negative,ar
看来同一个世界同一个大学[泪],positive,zh
Gáy sách bẩn. Tiki nên xem lại chất lượng nhà cung cấp. Trước giờ chỉ tin tưởng mua sách từ tiki trading nhưng giờ thất vọng dần.,negative,vi
"I have an extreme love-hate relationship with this place. It is the epitome of Scottsdale douchery: drunk artards, stumbling floozies, college kids, v-neck T's that are too small, skirts that are too short, bitchy service, poles to dance on, lines for the bathroom, disgustingly trashed bathrooms etc. But alas I have trolled into Firehouse at the wee hours of the night and danced my booty off and had a blast...I probably qualified as one of those idiots I spoke of above. I have met one cool bartender. The drinks usually have a relatively heavy pour. The music is generally always pumping groovy tunes that you can't help but move to. I can't speak to the food, but I do know they serve food late night. I have been here during the day a few times and it was pretty dead, but the people I met were very cool and definitely deep into some day drinking. I really can't complain all that much, in general it is a good time, if you can get past the annoyances...a few drinks helps with this ;)",negative,en
"taille gros
taille très gros et je m'attendais à un pull plus épais",negative,fr
"完全不是最佳入门读本
如果像我一样没有一点周易的基础的人，千万别买这本，完全不知所云，必须辅以其他入门书籍。总之买了有些上当！",negative,zh
送货人员态度极其恶劣，各种推脱，不愿意送到家，这么重的东西让我自己搬，一会儿说保安不让进，一会儿说找不到门牌，太烂的体验,negative,zh
"優れた遮音性と使いやすさ
以前まではサイレンシアを使用していましたが、 残念ながら現行型に変更されてからはフィット感も遮音性も大きく劣る商品になってしまいました。 その後暫くは耳栓を使用せずに過ごしていましたが、やはり就寝時の安眠に物足りなさを感じる、 そうした背景から、レビューの高い本製品を選びました。 結論から申し上げると、旧型のサイレンシア難民にとっては最高の出来。 しかも使用を重ねる毎に劣化していったサイレンシアよりも耐久性もある。 使用方法はこれまでと同じと最早言うことが無い程の出来であり、 なおかつコストパフォーマンスも抜群です。 星が一つ足りない理由は、若干私にとって大きめなのか、 起床時に片方の耳に鈍痛がする時が稀にあることから、 耳穴の小さい方は検討が必要かもしれません。 ただ、この量でこの性能。買わない手はありません。",positive,ja
